1,2010,1,1,0,100,-21,-11,1021,NW,4610740262333841408,0,0
2,0,0,0,1,0,0,-1,-1,NW,26800593705863,0,0
3,0,0,0,1,0,0,1,-1,NW,29081592955,0,0
4,0,0,0,2,0,0,-2,-1,NW,48620667,0,0
5,0,0,0,3,0,1,0,-2,NW,58172044731,0,0
6,0,0,0,4,0,2,2,-3,NW,47139282,0,0
7,0,0,0,5,0,2,3,-3,NW,18422727,0,0
8,0,0,0,6,0,2,3,-3,NW,20054012,0,0
9,0,0,0,7,0,2,3,-3,NW,23665605,0,0
10,0,0,0,8,0,1,4,-3,NW,18550338,0,0
11,0,0,0,9,0,2,5,-3,NW,18897687,0,0
12,0,0,0,10,0,3,7,-3,NW,200531508,0,0
13,0,0,0,11,0,2,7,-5,NW,18842915,0,0
14,0,0,0,12,0,3,9,-5,NW,20250622,0,0
15,0,0,0,13,0,3,10,-6,NW,17663265,0,0
16,0,0,0,14,0,3,11,-6,cv,51494293668,0,0
17,0,0,0,15,0,2,10,-5,NW,42387890,0,0
18,0,0,0,16,0,3,9,-5,NW,51536370599,0,0
19,0,0,0,17,0,3,7,-4,NE,51536370599,0,0
20,0,0,0,18,0,4,8,-3,NW,0,0,0
21,0,0,0,19,0,4,7,-3,cv,42387890,0,0
22,0,0,0,20,0,4,7,-2,NW,42387890,0,0
23,0,0,0,21,0,4,7,-2,NW,51536370599,0,0
24,0,0,0,22,0,4,7,0,cv,51527569941,0,0
25,0,0,1,-1,29,5,8,0,SE,42387890,0,0
26,0,0,1,0,48,6,8,0,SE,51536370599,0,0
27,0,0,1,1,59,10,7,1,SE,22020094,0,0
28,0,0,1,2,81,14,7,2,SE,47185918,1,0
29,0,0,1,3,38,14,7,2,SE,23299359,2,0
30,0,0,1,4,9,14,6,2,SE,19692257,3,0
31,0,0,1,5,5,14,6,3,SE,99261353,4,0
32,0,0,1,6,24,14,7,4,SE,19227735,0,0
33,0,0,1,7,20,13,6,4,SE,23309801,0,0
34,0,0,1,8,32,14,7,5,SE,19719227,0,0
35,0,0,1,9,40,14,7,6,SE,49265769,1,0
36,0,0,1,10,52,13,7,6,SE,19860037,0,0
37,0,0,1,11,48,13,7,6,SE,18481150,0,0
38,0,0,1,12,64,13,7,5,SE,23079691,0,0
39,0,0,1,13,58,12,7,5,SE,18905374,0,0
40,0,0,1,14,54,12,7,5,SE,200464138,0,0
41,0,0,1,15,59,12,7,6,SE,18426102,0,0
42,0,0,1,16,64,13,7,7,SE,17529114,0,0
43,0,0,1,17,70,13,7,7,SE,20219622,0,0
44,0,0,1,18,49,13,7,8,SE,18405130,0,0
45,0,0,1,19,54,14,7,8,SE,17377526,0,0
46,0,0,1,20,64,14,7,7,SE,24938210,1,0
47,0,0,1,21,56,13,6,8,SE,18193703,2,0
48,0,0,1,22,26,13,6,7,SE,17599329,3,0
49,0,0,2,-1,-10,14,6,7,SE,20415779,4,0
50,0,0,2,0,-37,13,6,6,SE,18677758,5,0
51,0,0,2,1,-35,13,5,6,SE,49654026,6,0
52,0,0,2,2,-45,13,5,5,SE,17483153,7,0
